UDI,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power,Power_norm,Tool_wear_norm,Type_encoded
613,298.1,309.9,1563,32.8,51,0,0,0,0,0,0,11.799999999999955,51266.399999999994,0.512764501842361,0.2015810276679842,0
614,298.1,309.9,1634,30.0,53,0,0,0,0,0,0,11.799999999999955,49020.0,0.49029609803521484,0.20948616600790515,0
615,298.0,309.9,1445,45.2,55,0,0,0,0,0,0,11.899999999999977,65314.00000000001,0.6532680405359451,0.21739130434782608,1
616,298.1,309.9,1642,30.4,58,0,0,0,0,0,0,11.799999999999955,49916.799999999996,0.49926585610779706,0.22924901185770752,0
617,298.1,309.9,1686,29.1,60,0,0,0,0,0,0,11.799999999999955,49062.600000000006,0.49072218154758335,0.23715415019762845,2
618,298.1,310.0,1393,43.1,65,0,0,0,0,0,0,11.899999999999977,60038.3,0.6005006981368348,0.25691699604743085,1
619,298.2,310.0,1433,44.2,68,0,0,0,0,0,0,11.800000000000011,63338.600000000006,0.6335101679929266,0.26877470355731226,2
620,298.3,310.0,1507,44.7,73,0,0,0,0,0,0,11.699999999999989,67362.90000000001,0.6737610571672048,0.2885375494071146,0
621,298.3,310.1,1389,49.6,75,0,0,0,0,0,0,11.800000000000011,68894.40000000001,0.6890790594956612,0.2964426877470356,1
622,298.3,310.1,1408,45.3,78,0,0,0,0,0,0,11.800000000000011,63782.399999999994,0.6379490380114501,0.308300395256917,0
623,298.4,310.2,1725,32.0,80,0,0,0,0,0,0,11.800000000000011,55200.0,0.5521082132097891,0.31620553359683795,1
624,298.4,310.1,1926,23.7,83,0,0,0,0,0,0,11.700000000000045,45646.2,0.45655148409088175,0.32806324110671936,0
625,298.3,310.1,1509,37.6,85,0,0,0,0,0,0,11.800000000000011,56738.4,0.5674952290648967,0.3359683794466403,2
626,298.3,310.1,1545,36.3,90,0,0,0,0,0,0,11.800000000000011,56083.49999999999,0.5609449452092609,0.3557312252964427,0
627,298.4,310.1,1533,35.2,92,0,0,0,0,0,0,11.700000000000045,53961.600000000006,0.5397217854699521,0.36363636363636365,0
628,298.4,310.1,1455,42.2,94,0,0,0,0,0,0,11.700000000000045,61401.00000000001,0.6141303695524323,0.3715415019762846,0
629,298.4,310.1,1335,57.8,96,0,0,0,0,0,0,11.700000000000045,77163.0,0.7717812691287491,0.3794466403162055,1
630,298.3,310.1,1523,45.9,99,0,0,0,0,0,0,11.800000000000011,69905.7,0.6991940420322382,0.391304347826087,0
631,298.3,310.0,1460,47.6,101,0,0,0,0,0,0,11.699999999999989,69496.0,0.695096238862817,0.39920948616600793,0
632,298.4,310.0,1554,37.3,103,0,0,0,0,0,0,11.600000000000023,57964.2,0.5797556321038922,0.40711462450592883,0
633,298.3,310.0,1419,47.1,105,0,0,0,0,0,0,11.699999999999989,66834.90000000001,0.6684800220843286,0.4150197628458498,2
634,298.3,310.0,1442,43.9,110,0,0,0,0,0,0,11.699999999999989,63303.799999999996,0.6331620997715551,0.43478260869565216,0
635,298.3,309.9,1507,41.6,112,0,0,0,0,0,0,11.599999999999966,62691.200000000004,0.6270348988401727,0.4426877470355731,0
636,298.3,310.0,1858,23.9,114,0,0,0,0,0,0,11.699999999999989,44406.2,0.44414905321442993,0.4505928853754941,0
637,298.3,309.9,1463,43.9,116,0,0,0,0,0,0,11.599999999999966,64225.7,0.6423829070497816,0.45849802371541504,0
638,298.2,309.7,1585,37.4,118,0,0,0,0,0,0,11.5,59279.0,0.5929062096170848,0.466403162055336,0
639,298.0,309.6,1536,37.3,120,0,0,0,0,0,0,11.600000000000023,57292.799999999996,0.5730403159019167,0.4743083003952569,0
640,298.0,309.6,1403,51.3,122,0,0,0,0,0,0,11.600000000000023,71973.9,0.7198800964989137,0.48221343873517786,0
641,297.9,309.6,1515,38.8,124,0,0,0,0,0,0,11.700000000000045,58781.99999999999,0.5879352353061199,0.4901185770750988,1
642,297.9,309.5,1390,47.9,127,0,0,0,0,0,0,11.600000000000023,66581.0,0.6659405243427712,0.5019762845849802,0
643,297.8,309.4,1226,58.7,129,0,0,0,0,0,0,11.599999999999966,71966.2,0.7198030814039551,0.5098814229249012,1
644,297.8,309.4,1495,36.5,132,0,0,0,0,0,0,11.599999999999966,54567.5,0.5457819732667603,0.5217391304347826,1
645,297.7,309.4,1608,30.2,135,0,0,0,0,0,0,11.699999999999989,48561.6,0.4857111993950814,0.5335968379446641,2
646,297.7,309.4,1392,44.1,140,0,0,0,0,0,0,11.699999999999989,61387.200000000004,0.6139923424991298,0.5533596837944664,0
647,297.7,309.4,1461,43.7,142,0,0,0,0,0,0,11.699999999999989,63845.700000000004,0.6385821621037723,0.5612648221343873,1
648,297.7,309.3,1559,36.9,145,0,0,0,0,0,0,11.600000000000023,57527.1,0.575383775219943,0.5731225296442688,0
649,297.7,309.3,1400,48.9,147,0,0,0,0,0,0,11.600000000000023,68460.0,0.6847342079047493,0.5810276679841897,2
650,297.7,309.2,1732,28.8,152,0,0,0,0,0,0,11.5,49881.6,0.49891378710227197,0.6007905138339921,1
651,297.6,309.2,1611,33.1,155,0,0,0,0,0,0,11.599999999999966,53324.100000000006,0.5333455357250021,0.6126482213438735,0
652,297.6,309.1,1503,38.9,157,0,0,0,0,0,0,11.5,58466.7,0.5847816171969705,0.6205533596837944,0
653,297.7,309.2,1391,44.5,159,0,0,0,0,0,0,11.5,61899.5,0.6191163468039735,0.6284584980237155,0
654,297.8,309.3,2015,20.1,161,0,0,0,0,0,0,11.5,40501.5,0.4050943985021064,0.6363636363636364,0
655,297.8,309.2,1683,30.9,163,0,0,0,0,0,0,11.399999999999977,52004.7,0.520148949194042,0.6442687747035574,0
656,297.7,309.1,1435,38.8,165,0,0,0,0,0,0,11.400000000000034,55677.99999999999,0.5568891502734534,0.6521739130434783,0
657,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,11.400000000000034,48669.200000000004,0.4867874103324252,0.6600790513833992,1
658,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,11.5,79989.0,0.8000468091745981,0.6719367588932806,0
659,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,11.400000000000034,57481.6,0.5749286860224604,0.6798418972332015,0
660,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,11.5,71145.90000000001,0.711598473300767,0.6877470355731226,0
661,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,11.5,46580.0,0.4658913146976807,0.6956521739130435,1
662,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,11.399999999999977,65071.200000000004,0.6508395645546527,0.7075098814229249,1
663,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,11.299999999999955,56349.9,0.5636094674556212,0.7193675889328063,1
664,297.5,308.9,1469,44.0,185,0,0,0,0,0,0,11.399999999999977,64636.0,0.6464867113954335,0.7312252964426877,0
665,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,11.399999999999977,65886.0,0.6589891618757275,0.7391304347826086,0
666,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,11.399999999999977,48584.9,0.4859442450720341,0.7470355731225297,0
667,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,11.5,63945.0,0.6395753567699268,0.7549407114624506,0
668,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,11.399999999999977,70761.5,0.7077537197290669,0.7628458498023716,0
669,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,11.399999999999977,41712.0,0.4172017715472232,0.7707509881422925,0
670,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,11.399999999999977,55456.700000000004,0.5546757164404224,0.7786561264822134,2
671,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,11.399999999999977,46278.799999999996,0.46287872422994897,0.7984189723320159,0
672,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,11.399999999999977,54079.2,0.5408980160111381,0.8063241106719368,0
673,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,11.299999999999955,61905.600000000006,0.6191773587623174,0.8142292490118577,1
674,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,11.299999999999955,69117.3,0.6913084964653071,0.8260869565217391,0
675,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,11.199999999999989,59987.200000000004,0.5999895979612004,0.0,0
676,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,11.300000000000011,64792.0,0.6480470172153742,0.007905138339920948,1
677,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,11.300000000000011,54721.9,0.5473262759500862,0.019762845849802372,2
678,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,11.300000000000011,58676.600000000006,0.5868810286816216,0.039525691699604744,0
679,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,11.399999999999977,79254.0,0.7926953682921852,0.04743083003952569,1
680,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,11.399999999999977,64895.6,0.6490832203111809,0.05928853754940711,0
681,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,11.300000000000011,61003.200000000004,0.6101515897115835,0.06719367588932806,1
682,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,11.300000000000011,54979.200000000004,0.54989978035695,0.07905138339920949,1
683,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,11.199999999999989,68808.0,0.6882148901184632,0.09090909090909091,2
684,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,11.300000000000011,45725.6,0.45734563974539005,0.11067193675889328,0
685,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,11.300000000000011,66441.6,0.6645462510652088,0.11857707509881422,0
686,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,11.300000000000011,48589.2,0.48598725350168626,0.12648221343873517,1
687,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,11.300000000000011,60761.6,0.6077351160827521,0.1383399209486166,1
688,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,11.300000000000011,64914.4,0.6492712571664045,0.15019762845849802,1
689,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,11.399999999999977,45804.0,0.4581297934395141,0.16205533596837945,2
690,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,11.399999999999977,75282.40000000001,0.7529715824301564,0.18181818181818182,2
691,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,11.399999999999977,56802.600000000006,0.5681373549215646,0.2015810276679842,2
692,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,11.400000000000034,61425.899999999994,0.6143794183659996,0.22134387351778656,0
693,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,11.400000000000034,62265.9,0.6227810650887573,0.22924901185770752,0
694,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,11.400000000000034,56569.1,0.5658018971718456,0.23715415019762845,0
695,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,11.5,69700.0,0.697136638781201,0.2450592885375494,0
696,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,11.399999999999977,67509.8,0.6752303451476489,0.25296442687747034,0
697,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,11.399999999999977,45919.5,0.4592850198638933,0.2608695652173913,1
698,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,11.199999999999989,57684.100000000006,0.5769540830002681,0.2727272727272727,1
699,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,11.199999999999989,61867.8,0.6187992846597933,0.2845849802371542,0
700,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,11.199999999999989,55507.200000000004,0.5551808154398262,0.2924901185770751,2
701,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,11.199999999999989,53182.8,0.5319322587227097,0.31225296442687744,1
702,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,11.100000000000023,60751.5,0.6076340962828713,0.3241106719367589,0
703,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,11.199999999999989,73947.3,0.7396179651211637,0.33201581027667987,1
704,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,11.199999999999989,60491.1,0.6050295857988165,0.3438735177865613,2
705,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,11.199999999999989,51089.200000000004,0.5109921544622746,0.36363636363636365,0
706,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,11.300000000000011,57567.4,0.5757868542234278,0.3715415019762846,0
707,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,11.199999999999989,62092.2,0.6210437245700157,0.3794466403162055,1
708,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,11.199999999999989,50177.4,0.5018723669839288,0.391304347826087,0
709,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,11.199999999999989,64994.4,0.6500714139971434,0.39920948616600793,1
710,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,11.199999999999989,67442.90000000001,0.6745612139979437,0.41106719367588934,1
711,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,11.199999999999989,47685.700000000004,0.47695048229452974,0.42292490118577075,1
712,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,11.199999999999989,66666.6,0.6667966921516617,0.43478260869565216,0
713,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,11.199999999999989,54632.8,0.5464351012798508,0.4426877470355731,0
714,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,11.200000000000045,66769.59999999999,0.6678268940712379,0.4505928853754941,0
715,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,11.200000000000045,58245.8,0.582572184148093,0.45849802371541504,0
716,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,11.200000000000045,78248.40000000001,0.7826373969297983,0.466403162055336,0
717,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,11.200000000000045,65035.99999999999,0.6504874955491275,0.4743083003952569,2
718,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,11.300000000000011,57010.5,0.5702167624854471,0.49407114624505927,0
719,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,11.300000000000011,57603.0,0.5761429240131065,0.5019762845849802,0
720,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,11.400000000000034,84070.7,0.8408718108749313,0.5098814229249012,0
721,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,11.5,43054.200000000004,0.4306264027749439,0.5177865612648221,0
722,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,11.399999999999977,52406.399999999994,0.5241667366803893,0.525691699604743,0
723,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,11.399999999999977,63786.9,0.6379940468331793,0.5335968379446641,0
724,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,11.5,69450.0,0.6946361486851422,0.541501976284585,1
725,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,11.399999999999977,61994.0,0.6200615320602838,0.5533596837944664,0
726,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,11.400000000000034,56088.00000000001,0.5609899540309901,0.5612648221343873,0
727,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,11.400000000000034,60887.2,0.6089913623070121,0.5691699604743083,1
728,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,11.300000000000011,56362.4,0.5637344919604242,0.5810276679841897,2
729,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,11.300000000000011,71677.5,0.7169155154410264,0.6007905138339921,1
730,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,11.300000000000011,59792.200000000004,0.5980392156862745,0.6126482213438735,0
731,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,11.300000000000011,74579.7,0.745943204868154,0.6205533596837944,1
732,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,11.300000000000011,75843.0,0.7585786814215586,0.6324110671936759,1
733,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,11.400000000000034,42520.4,0.42528735632183906,0.6442687747035574,0
734,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,11.299999999999955,59682.0,0.5969369996519317,0.6521739130434783,1
735,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,11.399999999999977,71253.0,0.7126696832579185,0.6640316205533597,2
736,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,11.5,50446.799999999996,0.5045668951114417,0.6837944664031621,0
737,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,11.400000000000034,59401.00000000001,0.5941264487839617,0.691699604743083,0
738,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,11.400000000000034,57780.8,0.5779212725694236,0.6996047430830039,2
739,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,11.5,69125.4,0.6913895123444194,0.7193675889328063,0
740,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,11.5,58101.99999999999,0.5811339022448399,0.7272727272727273,0
741,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,11.5,68005.0,0.6801833159299222,0.7351778656126482,1
742,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,11.400000000000034,58704.399999999994,0.5871590831803032,0.7470355731225297,0
743,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,11.399999999999977,57012.100000000006,0.5702327656220619,0.7549407114624506,0
744,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,11.399999999999977,73221.8,0.732361542862401,0.7628458498023716,0
745,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,11.400000000000034,59305.0,0.593166260587075,0.7707509881422925,0
746,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,11.300000000000011,73565.7,0.7358012170385395,0.7786561264822134,0
747,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,11.300000000000011,79918.0,0.7993366699873174,0.7865612648221344,0
748,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,11.300000000000011,65494.799999999996,0.6550763949734146,0.7944664031620553,0
749,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,11.400000000000034,70746.4,0.7076026901272648,0.8023715415019763,2
750,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,11.399999999999977,44109.4,0.44118047137238897,0.8221343873517787,0
751,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,11.300000000000011,56487.99999999999,0.564990738184684,0.8300395256916996,0
752,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,11.300000000000011,44600.6,0.4460934343131253,0.8379446640316206,1
753,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,11.200000000000045,69251.40000000001,0.6926497593528331,0.849802371541502,0
754,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,11.199999999999989,62054.399999999994,0.6206656504674916,0.857707509881423,0
755,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,11.200000000000045,65696.9,0.6570977911670687,0.8656126482213439,1
756,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,11.300000000000011,65200.4,0.6521318178362959,0.8774703557312253,2
757,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,11.199999999999989,63993.6,0.6400614520446006,0.8972332015810277,0
758,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,11.200000000000045,52403.50000000001,0.524137730995275,0.9051383399209486,0
759,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,11.199999999999989,62424.9,0.6243713767898508,0.9130434782608695,0
760,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,11.100000000000023,55793.1,0.558040375913679,0.9209486166007905,1
761,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,11.100000000000023,59297.0,0.5930862449040011,0.932806324110672,0
762,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,11.100000000000023,56951.600000000006,0.5696276470188157,0.9407114624505929,0
763,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,11.100000000000023,77803.0,0.7781825237746598,0.0,1
764,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,11.100000000000023,66500.0,0.6651303655516481,0.011857707509881422,0
765,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,11.099999999999966,75540.5,0.7555530884053274,0.019762845849802372,0
766,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,11.100000000000023,71794.8,0.7180887453940972,0.02766798418972332,0
767,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,11.199999999999989,59786.299999999996,0.5979802041200074,0.03557312252964427,0
768,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,11.100000000000023,48080.600000000006,0.48090025645026424,0.043478260869565216,0
769,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,11.100000000000023,50190.9,0.502007393449116,0.05138339920948617,0
770,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,11.100000000000023,59763.5,0.5977521594232469,0.05928853754940711,0
771,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,11.199999999999989,75670.4,0.7568523430592395,0.06719367588932806,0
772,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,11.199999999999989,76824.6,0.768396605734724,0.07509881422924901,2
773,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,11.199999999999989,74103.0,0.7411752703529891,0.09486166007905138,2
774,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,11.199999999999989,59494.0,0.5950566310996955,0.11462450592885376,0
775,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,11.099999999999966,70662.4,0.7067625254549891,0.1225296442687747,0
776,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,11.100000000000023,66838.0,0.6685110281615196,0.13043478260869565,0
777,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,11.100000000000023,57545.600000000006,0.5755688114870515,0.1383399209486166,0
778,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,11.100000000000023,65645.0,0.6565786894231269,0.14624505928853754,0
779,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,11.300000000000011,50876.00000000001,0.5088597365083557,0.1541501976284585,0
780,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,11.199999999999989,49646.8,0.4965653268040536,0.16205533596837945,0
781,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,11.100000000000023,71436.3,0.7145030425963489,0.16996047430830039,1
782,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,11.199999999999989,49747.5,0.49757252421474607,0.18181818181818182,0
783,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,11.099999999999966,52298.4,0.523086524958892,0.18972332015810275,0
784,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,11.199999999999989,52738.6,0.5274893879200323,0.1976284584980237,2
785,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,11.199999999999989,48629.7,0.4863923328972478,0.21739130434782608,0
786,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,11.100000000000023,67065.59999999999,0.6707874743449714,0.22529644268774704,1
787,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,11.200000000000045,50140.8,0.5015062952338658,0.23715415019762845,0
788,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,11.200000000000045,65005.49999999999,0.6501824357574083,0.2450592885375494,0
789,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,11.200000000000045,66672.0,0.6668507027377365,0.25296442687747034,1
790,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,11.100000000000023,54645.299999999996,0.5465601257846537,0.2648221343873518,1
791,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,11.099999999999966,64468.0,0.6448063820508819,0.2766798418972332,0
792,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,11.099999999999966,57029.399999999994,0.5704057995367091,0.2845849802371542,0
793,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,11.0,58901.7,0.5891324699641128,0.2924901185770751,0
794,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,11.099999999999966,53519.4,0.5352989185880432,0.30039525691699603,1
795,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,11.0,50432.200000000004,0.504420866489832,0.31225296442687744,2
796,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,10.900000000000034,59385.0,0.5939664174178139,0.33201581027667987,0
797,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,11.0,37989.0,0.37996447303671516,0.33992094861660077,1
798,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,10.899999999999977,62756.5,0.6276880268532632,0.35177865612648224,0
799,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,10.900000000000034,44968.8,0.4497761561266008,0.35968379446640314,1
800,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,10.800000000000011,53843.9,0.5385445547327276,0.3715415019762846,1
801,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,10.899999999999977,45544.4,0.4555332845237666,0.383399209486166,1
802,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,10.900000000000034,66948.5,0.6696162447839776,0.3952569169960474,0
803,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,10.900000000000034,54985.0,0.5499577917271785,0.4031620553359684,0
804,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,10.900000000000034,58552.2,0.5856367848098226,0.41106719367588934,2
805,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,10.900000000000034,58054.4,0.5806578089305503,0.4308300395256917,1
806,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,10.899999999999977,66928.8,0.6694192061644082,0.4426877470355731,1
807,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,10.899999999999977,75366.0,0.7538077463182783,0.45454545454545453,1
808,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,10.699999999999989,42567.6,0.4257594488519749,0.466403162055336,0
809,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,10.800000000000011,61659.2,0.6167128757236418,0.4743083003952569,0
810,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,10.700000000000045,66356.40000000001,0.6636940840404719,0.48221343873517786,0
811,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,10.800000000000011,61535.00000000001,0.6154706322439198,0.4901185770750988,0
812,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,10.800000000000011,59708.8,0.5972050521902292,0.4980237154150198,0
813,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,10.800000000000011,59407.2,0.5941884609383439,0.5059288537549407,0
814,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,10.800000000000011,60520.0,0.6053186424539209,0.5138339920948617,0
815,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,10.699999999999989,67473.0,0.674862273005509,0.5217391304347826,1
816,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,10.699999999999989,55637.200000000004,0.5564810702897768,0.5335968379446641,1
817,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,10.800000000000011,69262.2,0.6927577805249828,0.5454545454545454,0
818,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,10.800000000000011,71136.0,0.711499453892963,0.5533596837944664,0
819,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,10.800000000000011,63504.8,0.6351724938087865,0.5612648221343873,0
820,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,10.800000000000011,65286.600000000006,0.652993986821417,0.5691699604743083,0
821,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,10.900000000000034,56698.4,0.5670951506495273,0.5770750988142292,0
822,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,10.900000000000034,61465.8,0.6147784965853307,0.5849802371541502,0
823,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,10.900000000000034,53680.9,0.5369142351900972,0.5928853754940712,1
824,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,10.899999999999977,59131.799999999996,0.5914339210485254,0.6047430830039525,1
825,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,10.799999999999955,61460.799999999996,0.6147284867834094,0.616600790513834,0
826,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,10.699999999999989,58960.0,0.5897155842545139,0.6245059288537549,0
827,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,10.699999999999989,56574.200000000004,0.5658529071698053,0.6324110671936759,0
