Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_diff,Power_norm,Tool_wear_norm,Type_encoded,logit
307.1,1651,35.7,167,0,0,0,0,0,0,11.0,0.5895225464190982,0.6600790513833992,0,-4.61512051684126
307.1,1485,36.0,169,0,0,0,0,0,0,11.0,0.5347048021412196,0.6679841897233202,1,-4.61512051684126
307.2,1168,63.4,172,0,0,0,0,0,0,11.0,0.7406571688050857,0.6798418972332015,1,-4.61512051684126
307.3,1566,35.8,175,0,0,0,0,0,0,11.0,0.5607379046293073,0.691699604743083,0,-4.61512051684126
307.2,1286,51.1,177,0,0,0,0,0,0,10.899999999999975,0.6572748258658697,0.6996047430830039,1,-4.61512051684126
307.2,1446,45.9,180,0,0,0,0,0,0,10.899999999999975,0.6638441134462354,0.7114624505928854,1,-4.61512051684126
307.2,2071,19.4,183,0,0,0,0,0,0,10.800000000000011,0.4018527631415756,0.7233201581027668,1,-4.61512051684126
307.1,1560,33.2,186,0,0,0,0,0,0,10.800000000000011,0.5180215322203152,0.7351778656126482,0,-4.61512051684126
307.1,1654,29.6,188,0,0,0,0,0,0,10.800000000000011,0.4896799772755459,0.7430830039525692,0,-4.61512051684126
307.1,1662,32.9,190,0,0,0,0,0,0,10.800000000000011,0.5469051934179098,0.7509881422924901,0,-4.61512051684126
307.2,1646,35.0,192,0,0,0,0,0,0,10.899999999999975,0.5762129377357962,0.758893280632411,0,-4.61512051684126
307.1,1444,46.7,194,0,0,0,0,0,0,10.900000000000034,0.6744801981188313,0.766798418972332,0,-4.61512051684126
307.2,1424,42.0,196,0,0,0,0,0,0,10.899999999999975,0.5981972466603453,0.7747035573122529,2,-4.61512051684126
307.2,1382,52.0,201,0,0,0,0,0,0,11.0,0.7187808810526862,0.7944664031620553,0,-4.61512051684126
307.1,1413,53.4,203,0,0,0,0,0,0,10.900000000000034,0.7546899192241678,0.8023715415019763,0,-4.61512051684126
307.2,1633,31.1,0,0,0,0,0,0,0,11.0,0.5079625606618897,0.0,1,-4.61512051684126
307.1,1441,41.7,3,0,0,0,0,0,0,10.900000000000034,0.6010147989005845,0.0118577075098814,0,-4.61512051684126
307.2,1385,44.0,5,0,0,0,0,0,0,11.0,0.6095194658152997,0.0197628458498023,1,-4.61512051684126
307.2,1552,34.8,8,0,0,0,0,0,0,11.0,0.5402018795683954,0.0316205533596837,1,-4.61512051684126
307.3,1451,42.8,11,0,0,0,0,0,0,11.100000000000025,0.6211497453500885,0.0434782608695652,1,-4.61512051684126
307.1,1433,38.5,14,0,0,0,0,0,0,11.0,0.5518131553784541,0.0553359683794466,1,-4.61512051684126
307.2,1619,29.7,17,0,0,0,0,0,0,11.099999999999966,0.4809372637036858,0.067193675889328,1,-4.61512051684126
307.2,1445,41.8,20,0,0,0,0,0,0,11.0,0.6041284091681969,0.0790513833992094,0,-4.61512051684126
307.2,1356,43.6,22,0,0,0,0,0,0,11.0,0.5913319010526062,0.0869565217391304,0,-4.61512051684126
307.2,1319,68.3,24,1,0,0,1,0,0,10.899999999999975,0.9010536065068752,0.0948616600790513,1,4.61512051684126
307.2,1637,31.6,27,0,0,0,0,0,0,10.899999999999975,0.5173934091081852,0.1067193675889328,0,-4.61512051684126
307.2,1291,58.6,29,0,0,0,0,0,0,10.899999999999975,0.7566743081644002,0.1146245059288537,0,-4.61512051684126
307.3,1398,52.7,31,0,0,0,0,0,0,11.0,0.7368904305243827,0.1225296442687747,0,-4.61512051684126
307.3,1372,57.7,33,0,0,0,0,0,0,11.0,0.7917991926417578,0.1304347826086956,0,-4.61512051684126
307.2,1454,42.5,35,0,0,0,0,0,0,10.899999999999975,0.618071141943821,0.1383399209486166,1,-4.61512051684126
307.2,1515,36.5,38,0,0,0,0,0,0,11.0,0.553083404347252,0.150197628458498,0,-4.61512051684126
307.3,1881,24.3,40,0,0,0,0,0,0,11.100000000000025,0.4571726058307428,0.1581027667984189,0,-4.61512051684126
307.3,1711,29.9,42,0,0,0,0,0,0,11.100000000000025,0.5116892911010557,0.1660079051383399,0,-4.61512051684126
307.3,1475,37.0,44,0,0,0,0,0,0,11.100000000000025,0.545856987969642,0.1739130434782608,0,-4.61512051684126
307.4,1512,36.8,46,0,0,0,0,0,0,11.0,0.5565250789154673,0.1818181818181818,0,-4.61512051684126
307.4,1335,50.5,48,0,0,0,0,0,0,11.099999999999966,0.6743071642041839,0.1897233201581027,1,-4.61512051684126
307.4,1472,39.9,51,0,0,0,0,0,0,11.099999999999966,0.5874431388552155,0.2015810276679842,0,-4.61512051684126
307.3,1477,35.2,53,0,0,0,0,0,0,11.100000000000025,0.5200059211605474,0.2094861660079051,1,-4.61512051684126
307.4,1760,28.4,56,0,0,0,0,0,0,11.099999999999966,0.4999379878456177,0.2213438735177865,0,-4.61512051684126
307.5,1549,36.1,58,0,0,0,0,0,0,11.100000000000025,0.5592986225300158,0.2292490118577075,0,-4.61512051684126
307.4,1648,34.0,60,0,0,0,0,0,0,11.099999999999966,0.5604298442494728,0.2371541501976284,0,-4.61512051684126
307.5,1556,38.0,62,0,0,0,0,0,0,11.100000000000025,0.5913959135990654,0.2450592885375494,2,-4.61512051684126
307.4,1958,19.1,67,0,0,0,0,0,0,11.099999999999966,0.3740513140575552,0.2648221343873518,1,-4.61512051684126
307.4,1403,48.4,70,0,0,0,0,0,0,11.0,0.6791851202835755,0.2766798418972332,0,-4.61512051684126
307.5,1684,31.4,72,0,0,0,0,0,0,11.100000000000025,0.5288796604134409,0.2845849802371542,1,-4.61512051684126
307.5,1596,35.1,75,0,0,0,0,0,0,11.100000000000025,0.5603058199407084,0.2964426877470356,2,-4.61512051684126
307.6,1498,41.1,80,0,0,0,0,0,0,11.0,0.6157986965445227,0.3162055335968379,0,-4.61512051684126
307.7,1524,36.8,82,0,0,0,0,0,0,11.0,0.5609419446211457,0.3241106719367589,0,-4.61512051684126
307.7,1502,43.9,84,0,0,0,0,0,0,11.0,0.659507263423631,0.3320158102766798,0,-4.61512051684126
307.6,1809,25.1,86,0,0,0,0,0,0,11.0,0.45414801301055,0.3399209486166007,0,-4.61512051684126
307.6,1542,37.4,88,0,0,0,0,0,0,11.0,0.5768210569271577,0.3478260869565217,0,-4.61512051684126
307.6,1431,45.2,90,0,0,0,0,0,0,11.100000000000025,0.646938800004801,0.3557312252964427,0,-4.61512051684126
307.6,1512,43.6,92,0,0,0,0,0,0,11.100000000000025,0.6593612348020211,0.3636363636363636,0,-4.61512051684126
307.5,1403,52.8,94,0,0,0,0,0,0,11.100000000000025,0.7409292221275369,0.3715415019762846,2,-4.61512051684126
307.5,1331,47.8,99,0,0,0,0,0,0,11.100000000000025,0.636342723173742,0.391304347826087,0,-4.61512051684126
307.7,1474,52.6,101,0,0,0,0,0,0,11.099999999999966,0.7754759932946858,0.3992094861660079,1,-4.61512051684126
307.6,1607,33.5,104,0,0,0,0,0,0,11.100000000000025,0.5384505363051157,0.4110671936758893,0,-4.61512051684126
307.6,1415,44.2,106,0,0,0,0,0,0,11.100000000000025,0.625552608311229,0.4189723320158103,0,-4.61512051684126
307.6,1671,28.8,108,0,0,0,0,0,0,11.0,0.4813423430992474,0.4268774703557312,0,-4.61512051684126
307.7,1556,37.7,110,0,0,0,0,0,0,11.099999999999966,0.5867269984917044,0.4347826086956521,0,-4.61512051684126
307.7,1927,23.9,112,0,0,0,0,0,0,11.0,0.4606432860840724,0.4426877470355731,0,-4.61512051684126
307.7,1597,32.1,114,0,0,0,0,0,0,11.0,0.5127374965493237,0.4505928853754941,1,-4.61512051684126
307.8,1627,30.5,117,0,0,0,0,0,0,11.0,0.4963322811271008,0.4624505928853755,2,-4.61512051684126
307.8,1480,39.4,122,0,0,0,0,0,0,11.0,0.5832343139255294,0.4822134387351778,0,-4.61512051684126
307.8,1565,39.5,124,0,0,0,0,0,0,11.0,0.6182961860524663,0.4901185770750988,0,-4.61512051684126
307.8,1573,36.4,126,0,0,0,0,0,0,11.0,0.5726842461122379,0.4980237154150198,0,-4.61512051684126
307.8,1605,31.3,128,0,0,0,0,0,0,11.100000000000025,0.5024634828426371,0.5059288537549407,0,-4.61512051684126
307.9,1874,21.3,130,0,0,0,0,0,0,11.199999999999989,0.3992402510892135,0.5138339920948617,1,-4.61512051684126
307.9,1424,53.8,133,0,0,0,0,0,0,11.199999999999989,0.7662621873887281,0.525691699604743,2,-4.61512051684126
307.9,1420,50.1,138,0,0,0,0,0,0,11.199999999999989,0.7115594656552684,0.5454545454545454,0,-4.61512051684126
307.9,1372,49.0,140,0,0,0,0,0,0,11.099999999999966,0.6724117927113714,0.5533596837944664,0,-4.61512051684126
307.8,1664,32.8,142,0,0,0,0,0,0,11.0,0.5458989962032558,0.5612648221343873,1,-4.61512051684126
307.9,1409,44.3,145,0,0,0,0,0,0,11.099999999999966,0.6243093646354685,0.5731225296442688,1,-4.61512051684126
307.9,1718,25.2,148,0,0,0,0,0,0,11.099999999999966,0.4330208720909297,0.5849802371541502,0,-4.61512051684126
307.8,1544,40.3,150,0,0,0,0,0,0,10.900000000000034,0.6223539813803505,0.5928853754940712,1,-4.61512051684126
307.8,1466,45.7,153,0,0,0,0,0,0,10.900000000000034,0.6700933382943056,0.6047430830039525,0,-4.61512051684126
307.8,1394,47.7,155,0,0,0,0,0,0,11.0,0.6650683533972659,0.6126482213438735,0,-4.61512051684126
307.8,1840,24.6,157,0,0,0,0,0,0,10.900000000000034,0.452728734832027,0.6205533596837944,1,-4.61512051684126
307.8,1477,37.2,160,0,0,0,0,0,0,10.900000000000034,0.5495517121355785,0.6324110671936759,1,-4.61512051684126
307.8,1425,49.1,163,0,0,0,0,0,0,10.900000000000034,0.699812163183984,0.6442687747035574,0,-4.61512051684126
307.9,1414,46.2,165,0,0,0,0,0,0,10.899999999999975,0.6533960656288632,0.6521739130434783,1,-4.61512051684126
307.8,1414,47.5,168,0,0,0,0,0,0,10.800000000000011,0.6717816692071645,0.6640316205533597,0,-4.61512051684126
307.9,1595,31.7,170,0,0,0,0,0,0,10.899999999999975,0.5057141199675136,0.6719367588932806,0,-4.61512051684126
307.8,1345,54.5,172,0,0,0,0,0,0,10.900000000000034,0.7331687010654088,0.6798418972332015,2,-4.61512051684126
307.7,1653,35.9,177,0,0,0,0,0,0,10.800000000000011,0.5935433344935607,0.6996047430830039,0,-4.61512051684126
307.6,1547,36.5,179,0,0,0,0,0,0,10.800000000000011,0.5647656940760388,0.7075098814229249,0,-4.61512051684126
307.7,1656,30.8,181,0,0,0,0,0,0,10.800000000000011,0.5101479890058451,0.7154150197628458,2,-4.61512051684126
307.7,1731,28.5,186,0,0,0,0,0,0,10.699999999999989,0.4934317126156726,0.7351778656126482,0,-4.61512051684126
307.8,1774,28.0,188,0,0,0,0,0,0,10.800000000000011,0.4968173762057363,0.7430830039525692,0,-4.61512051684126
307.8,1521,40.2,190,0,0,0,0,0,0,10.800000000000011,0.6115618661257607,0.7509881422924901,0,-4.61512051684126
307.9,1420,39.8,192,0,0,0,0,0,0,10.799999999999956,0.5652707930754427,0.758893280632411,2,-4.61512051684126
307.8,1683,32.3,197,0,0,0,0,0,0,10.800000000000011,0.5437155682513771,0.7786561264822134,0,-4.61512051684126
307.7,1498,47.1,199,0,0,0,0,0,0,10.699999999999989,0.7056963164780297,0.7865612648221344,1,-4.61512051684126
307.8,1385,56.4,202,1,0,0,0,1,0,10.800000000000011,0.781293133454157,0.7984189723320159,0,4.61512051684126
307.9,1455,49.0,204,0,0,0,0,0,0,10.899999999999975,0.7130897655940563,0.8063241106719368,0,-4.61512051684126
307.8,1549,35.8,206,1,1,0,0,0,0,10.900000000000034,0.5546507115394617,0.8142292490118577,2,4.61512051684126
307.8,1392,43.9,0,0,0,0,0,0,0,10.900000000000034,0.6112077967281586,0.0,1,-4.61512051684126
307.7,2008,17.5,3,0,0,0,0,0,0,10.800000000000011,0.3514688879020288,0.0118577075098814,1,-4.61512051684126
307.7,1464,41.4,6,0,0,0,0,0,0,10.800000000000011,0.6062148181043484,0.0237154150197628,0,-4.61512051684126
307.7,1447,46.4,8,0,0,0,0,0,0,10.699999999999989,0.6715396217658661,0.0316205533596837,0,-4.61512051684126
307.6,1685,32.0,10,0,0,0,0,0,0,10.700000000000044,0.5393057039179678,0.0395256916996047,1,-4.61512051684126
307.5,1443,39.2,13,0,0,0,0,0,0,10.699999999999989,0.5657668903105009,0.0513833992094861,1,-4.61512051684126
307.5,1354,44.4,16,0,0,0,0,0,0,10.600000000000025,0.6012938535953046,0.0632411067193675,0,-4.61512051684126
307.5,2721,9.3,18,1,0,0,1,0,0,10.600000000000025,0.2531026081111898,0.0711462450592885,0,4.61512051684126
307.6,1680,35.8,20,0,0,0,0,0,0,10.600000000000025,0.6015579053494484,0.0790513833992094,0,-4.61512051684126
307.5,1397,48.3,22,0,0,0,0,0,0,10.600000000000025,0.6748832771223158,0.0869565217391304,2,-4.61512051684126
307.4,1521,37.9,27,0,0,0,0,0,0,10.5,0.5765720081135902,0.1067193675889328,1,-4.61512051684126
307.4,1472,43.9,30,0,0,0,0,0,0,10.599999999999966,0.646334681597593,0.1185770750988142,1,-4.61512051684126
307.5,1695,30.0,33,0,0,0,0,0,0,10.699999999999989,0.5085996855383654,0.1304347826086956,2,-4.61512051684126
307.5,1607,33.6,38,0,0,0,0,0,0,10.800000000000011,0.5400578513388624,0.150197628458498,2,-4.61512051684126
307.5,1347,54.8,43,0,0,0,0,0,0,10.699999999999989,0.7383007069385598,0.1699604743083003,0,-4.61512051684126
307.4,1540,38.7,45,0,0,0,0,0,0,10.699999999999989,0.596096834979656,0.1778656126482213,1,-4.61512051684126
307.4,1389,42.7,48,0,0,0,0,0,0,10.799999999999956,0.5932192709771115,0.1897233201581027,0,-4.61512051684126
307.5,1734,27.0,50,0,0,0,0,0,0,10.899999999999975,0.4682717812691287,0.1976284584980237,1,-4.61512051684126
307.6,1540,38.6,53,0,0,0,0,0,0,10.900000000000034,0.5945565330804837,0.2094861660079051,0,-4.61512051684126
307.5,1515,42.1,55,0,0,0,0,0,0,10.800000000000011,0.6379400362471044,0.217391304347826,1,-4.61512051684126
307.4,1504,45.8,58,0,0,0,0,0,0,10.799999999999956,0.6889670375393576,0.2292490118577075,0,-4.61512051684126
307.5,1557,35.1,60,0,0,0,0,0,0,10.899999999999975,0.5466141363707286,0.2371541501976284,0,-4.61512051684126
307.4,1292,52.5,62,0,0,0,0,0,0,10.899999999999975,0.678432972862681,0.2450592885375494,0,-4.61512051684126
307.4,1432,49.2,64,0,0,0,0,0,0,10.899999999999975,0.7046821176950683,0.2529644268774703,2,-4.61512051684126
307.4,1350,55.6,69,0,0,0,0,0,0,10.899999999999975,0.7507471464407023,0.2727272727272727,1,-4.61512051684126
307.4,1790,25.8,72,0,0,0,0,0,0,10.799999999999956,0.461910534464755,0.2845849802371542,1,-4.61512051684126
307.3,1540,37.4,75,0,0,0,0,0,0,10.900000000000034,0.5760729102904169,0.2964426877470356,2,-4.61512051684126
307.3,2077,19.1,80,0,0,0,0,0,0,10.900000000000034,0.3967847698148837,0.3162055335968379,1,-4.61512051684126
307.3,1487,37.5,83,0,0,0,0,0,0,10.900000000000034,0.5577343159259215,0.3280632411067193,0,-4.61512051684126
307.4,1523,40.7,85,0,0,0,0,0,0,10.899999999999975,0.6199825165732483,0.3359683794466403,0,-4.61512051684126
307.5,1443,41.8,87,0,0,0,0,0,0,11.0,0.6032922452800747,0.3438735177865613,0,-4.61512051684126
307.5,1340,59.1,89,0,0,0,0,0,0,11.0,0.7920952506691311,0.3517786561264822,0,-4.61512051684126
307.7,1654,31.0,91,0,0,0,0,0,0,11.099999999999966,0.5128405167412813,0.3596837944664031,2,-4.61512051684126
307.6,1459,40.2,96,0,0,0,0,0,0,11.0,0.5866329800640926,0.3794466403162055,0,-4.61512051684126
307.6,1541,38.5,98,0,0,0,0,0,0,11.100000000000025,0.5934013066561046,0.3873517786561264,0,-4.61512051684126
307.7,1386,62.3,100,1,0,0,1,0,0,11.099999999999966,0.8636472748658737,0.3952569169960474,2,4.61512051684126
307.8,1258,69.0,105,1,0,0,1,0,0,11.100000000000025,0.8681901652723933,0.4150197628458498,1,4.61512051684126
307.8,1375,51.4,108,0,0,0,0,0,0,11.100000000000025,0.7068885501558305,0.4268774703557312,1,-4.61512051684126
307.9,1706,30.8,111,0,0,0,0,0,0,11.099999999999966,0.5255510079975675,0.4387351778656126,0,-4.61512051684126
307.8,1672,32.4,113,0,0,0,0,0,0,11.100000000000025,0.5418341995031025,0.4466403162055335,1,-4.61512051684126
307.9,1843,25.2,116,0,0,0,0,0,0,11.099999999999966,0.464527047301271,0.458498023715415,1,-4.61512051684126
307.9,1690,29.6,119,0,0,0,0,0,0,11.199999999999989,0.5003380662609871,0.4703557312252964,0,-4.61512051684126
307.9,1413,46.5,121,0,0,0,0,0,0,11.099999999999966,0.6571738060659889,0.4782608695652174,0,-4.61512051684126
307.9,1489,33.4,123,0,0,0,0,0,0,11.099999999999966,0.4974234950050209,0.4861660079051383,0,-4.61512051684126
307.9,1271,61.4,125,0,0,0,0,0,0,11.099999999999966,0.7805469872094929,0.4940711462450592,0,-4.61512051684126
307.9,1418,47.9,127,0,0,0,0,0,0,11.099999999999966,0.6793551536101075,0.5019762845849802,1,-4.61512051684126
307.8,1426,50.7,130,0,0,0,0,0,0,10.900000000000034,0.7231237322515212,0.5138339920948617,1,-4.61512051684126
307.9,1535,39.2,133,0,0,0,0,0,0,11.0,0.6018379602402071,0.525691699604743,0,-4.61512051684126
307.8,1557,38.1,135,0,0,0,0,0,0,10.900000000000034,0.5933332933254918,0.5335968379446641,0,-4.61512051684126
307.8,1653,29.7,137,0,0,0,0,0,0,10.900000000000034,0.4910372432996867,0.541501976284585,0,-4.61512051684126
307.9,1435,41.6,139,0,0,0,0,0,0,11.0,0.597077027097311,0.549407114624506,0,-4.61512051684126
307.9,1569,33.3,141,0,0,0,0,0,0,10.899999999999975,0.5225794255674111,0.5573122529644269,1,-4.61512051684126
307.9,1385,44.8,144,0,0,0,0,0,0,11.0,0.6206016379210324,0.5691699604743083,1,-4.61512051684126
307.9,1635,31.6,147,0,0,0,0,0,0,10.899999999999975,0.5167612852119015,0.5810276679841897,0,-4.61512051684126
307.9,1423,43.9,149,0,0,0,0,0,0,11.0,0.6248194646150644,0.5889328063241107,0,-4.61512051684126
307.9,1479,39.2,151,0,0,0,0,0,0,10.899999999999975,0.5798816568047337,0.5968379446640316,0,-4.61512051684126
307.9,1296,69.1,153,1,0,0,1,0,0,10.899999999999975,0.8957115594656551,0.6047430830039525,0,4.61512051684126
307.8,1553,33.3,155,0,0,0,0,0,0,10.800000000000011,0.5172503810746906,0.6126482213438735,0,-4.61512051684126
307.9,1529,42.2,157,0,0,0,0,0,0,10.899999999999975,0.6453644914403223,0.6205533596837944,0,-4.61512051684126
308.0,1690,25.6,159,0,0,0,0,0,0,10.899999999999975,0.4327248140635564,0.6284584980237155,1,-4.61512051684126
308.0,1348,58.0,162,0,0,0,0,0,0,10.899999999999975,0.7819932706810534,0.6403162055335968,0,-4.61512051684126
308.1,1446,38.5,164,0,0,0,0,0,0,10.900000000000034,0.5568191365507639,0.6482213438735178,0,-4.61512051684126
307.9,1456,50.0,166,0,0,0,0,0,0,10.799999999999956,0.7281427159723305,0.6561264822134387,0,-4.61512051684126
307.9,1350,47.7,168,0,0,0,0,0,0,10.899999999999975,0.6440762389428328,0.6640316205533597,0,-4.61512051684126
307.9,1507,38.3,170,0,0,0,0,0,0,10.799999999999956,0.577294149653332,0.6719367588932806,0,-4.61512051684126
307.9,1448,45.6,172,0,0,0,0,0,0,10.899999999999975,0.6604174418185964,0.6798418972332015,2,-4.61512051684126
307.9,1626,29.9,177,0,0,0,0,0,0,11.0,0.4862693087845217,0.6996047430830039,0,-4.61512051684126
307.9,1846,27.3,179,0,0,0,0,0,0,10.899999999999975,0.5040567951318459,0.7075098814229249,2,-4.61512051684126
307.8,1404,40.7,184,0,0,0,0,0,0,10.800000000000011,0.5715400218442814,0.7272727272727273,2,-4.61512051684126
307.8,1583,37.2,189,0,0,0,0,0,0,10.800000000000011,0.5889914423226953,0.7470355731225297,0,-4.61512051684126
307.9,1436,47.7,191,0,0,0,0,0,0,10.899999999999975,0.6851062808310427,0.7549407114624506,0,-4.61512051684126
307.8,1609,35.6,193,0,0,0,0,0,0,10.800000000000011,0.5729162915931523,0.7628458498023716,0,-4.61512051684126
307.7,1834,23.8,195,0,0,0,0,0,0,10.699999999999989,0.4365775692035639,0.7707509881422925,2,-4.61512051684126
307.8,1316,61.2,200,1,0,0,0,1,0,10.800000000000011,0.8055498877780044,0.7905138339920948,0,4.61512051684126
307.8,1400,57.1,202,1,0,0,0,1,0,10.900000000000034,0.7995567131157706,0.7984189723320159,0,4.61512051684126
307.9,1367,47.1,204,0,0,0,0,0,0,11.0,0.6439832207112594,0.8063241106719368,0,-4.61512051684126
308.1,1754,30.3,206,0,0,0,0,0,0,11.0,0.5315661869726467,0.8142292490118577,0,-4.61512051684126
308.1,1487,34.6,208,0,0,0,0,0,0,11.0,0.5146028621609835,0.8221343873517787,0,-4.61512051684126
308.1,1506,37.7,210,0,0,0,0,0,0,11.0,0.5678733031674208,0.8300395256916996,1,-4.61512051684126
308.1,1362,52.5,213,1,0,0,0,1,0,11.100000000000025,0.7151901772747458,0.841897233201581,0,4.61512051684126
308.1,1584,36.8,215,0,0,0,0,0,0,11.0,0.5830262731495373,0.849802371541502,0,-4.61512051684126
308.1,1355,43.7,217,0,0,0,0,0,0,11.100000000000025,0.5922510812119176,0.857707509881423,0,-4.61512051684126
308.1,1823,24.3,219,0,0,0,0,0,0,11.0,0.4430758428652016,0.8656126482213439,1,-4.61512051684126
308.1,1517,41.4,222,0,0,0,0,0,0,11.100000000000025,0.6281611195794374,0.8774703557312253,2,-4.61512051684126
308.1,1446,36.6,227,0,0,0,0,0,0,11.0,0.5293397505911158,0.8972332015810277,0,-4.61512051684126
308.0,1559,38.8,229,0,0,0,0,0,0,10.899999999999975,0.6050105820740864,0.9051383399209486,2,-4.61512051684126
308.1,1352,44.4,0,0,0,0,0,0,0,11.0,0.6004056795131845,0.0,1,-4.61512051684126
308.3,1578,37.8,3,0,0,0,0,0,0,11.100000000000025,0.5966009337830214,0.0118577075098814,1,-4.61512051684126
308.3,1429,42.0,6,0,0,0,0,0,0,11.100000000000025,0.6002976583410348,0.0237154150197628,1,-4.61512051684126
308.3,1604,39.4,9,0,0,0,0,0,0,11.100000000000025,0.6320998915787494,0.0355731225296442,1,-4.61512051684126
308.5,1398,60.4,12,0,0,0,0,0,0,11.199999999999989,0.844557533276522,0.0474308300395256,0,-4.61512051684126
308.4,1441,43.4,14,0,0,0,0,0,0,11.099999999999966,0.6255166012538457,0.0553359683794466,0,-4.61512051684126
308.4,1531,35.6,16,0,0,0,0,0,0,11.099999999999966,0.5451428479982076,0.0632411067193675,2,-4.61512051684126
308.3,1379,52.1,21,0,0,0,0,0,0,11.100000000000025,0.7185998455697317,0.0830039525691699,0,-4.61512051684126
308.3,1410,48.1,23,0,0,0,0,0,0,11.0,0.6783429552192229,0.0909090909090909,0,-4.61512051684126
308.4,1513,40.5,25,0,0,0,0,0,0,11.099999999999966,0.612885125484595,0.0988142292490118,0,-4.61512051684126
308.5,1497,47.5,27,0,0,0,0,0,0,11.199999999999989,0.7112143980220123,0.1067193675889328,0,-4.61512051684126
308.4,1491,46.5,29,0,0,0,0,0,0,11.099999999999966,0.6934509163796103,0.1146245059288537,0,-4.61512051684126
308.4,1417,47.8,31,0,0,0,0,0,0,11.099999999999966,0.6774587819212564,0.1225296442687747,0,-4.61512051684126
308.6,1522,38.0,33,0,0,0,0,0,0,11.200000000000044,0.5784733807826333,0.1304347826086956,1,-4.61512051684126
308.4,1339,52.1,36,0,0,0,0,0,0,11.099999999999966,0.6977557601289853,0.1422924901185771,0,-4.61512051684126
308.3,1794,27.5,38,0,0,0,0,0,0,11.100000000000025,0.4934467155562489,0.150197628458498,1,-4.61512051684126
308.4,1460,42.1,41,0,0,0,0,0,0,11.199999999999989,0.6147804969774076,0.1620553359683794,0,-4.61512051684126
308.3,1776,28.0,43,0,0,0,0,0,0,11.100000000000025,0.4973774859872534,0.1699604743083003,1,-4.61512051684126
308.3,1431,43.7,46,0,0,0,0,0,0,11.100000000000025,0.6254695920400398,0.1818181818181818,1,-4.61512051684126
308.2,1347,50.8,49,0,0,0,0,0,0,11.099999999999966,0.6844101443883,0.1936758893280632,0,-4.61512051684126
308.1,1507,43.1,51,0,0,0,0,0,0,11.100000000000025,0.6496443302887366,0.2015810276679842,1,-4.61512051684126
308.0,1408,47.9,54,0,0,0,0,0,0,11.0,0.6745642145860588,0.2134387351778656,1,-4.61512051684126
307.9,1493,34.7,57,0,0,0,0,0,0,10.899999999999975,0.5181725618221171,0.225296442687747,1,-4.61512051684126
307.9,1441,47.6,60,0,0,0,0,0,0,11.0,0.6860504658913147,0.2371541501976284,1,-4.61512051684126
307.9,1557,36.5,63,0,0,0,0,0,0,11.0,0.5684164096162847,0.2490118577075099,2,-4.61512051684126
307.9,1979,20.4,68,0,0,0,0,0,0,11.0,0.4037951438481942,0.2687747035573122,1,-4.61512051684126
308.0,1430,55.9,71,0,0,0,0,0,0,11.100000000000025,0.7995267072346179,0.2806324110671936,1,-4.61512051684126
308.0,1658,41.0,74,0,0,0,0,0,0,11.100000000000025,0.6799132629995479,0.2924901185770751,0,-4.61512051684126
308.1,1355,51.4,76,0,0,0,0,0,0,11.100000000000025,0.6966065348808366,0.300395256916996,1,-4.61512051684126
308.1,1410,47.6,79,0,0,0,0,0,0,11.100000000000025,0.671291573148337,0.3122529644268774,2,-4.61512051684126
308.0,1521,34.5,84,0,0,0,0,0,0,11.100000000000025,0.5248478701825557,0.3320158102766798,0,-4.61512051684126
308.0,1371,54.5,86,0,0,0,0,0,0,11.199999999999989,0.7473414789298702,0.3399209486166007,0,-4.61512051684126
308.0,1318,53.5,88,0,0,0,0,0,0,11.100000000000025,0.7052682325735844,0.3478260869565217,2,-4.61512051684126
308.1,1573,34.9,93,0,0,0,0,0,0,11.100000000000025,0.5490846205856347,0.3675889328063241,1,-4.61512051684126
308.1,1489,44.1,96,0,0,0,0,0,0,11.100000000000025,0.6567777284347732,0.3794466403162055,0,-4.61512051684126
308.1,2540,13.3,98,0,0,0,0,0,0,11.100000000000025,0.3378862257002372,0.3873517786561264,2,-4.61512051684126
308.1,1537,39.0,103,0,0,0,0,0,0,11.100000000000025,0.5995475113122172,0.4071146245059288,0,-4.61512051684126
308.0,1416,46.9,105,0,0,0,0,0,0,11.100000000000025,0.6642341899012205,0.4150197628458498,2,-4.61512051684126
307.9,1359,56.5,110,0,0,0,0,0,0,11.0,0.7679855251629318,0.4347826086956521,0,-4.61512051684126
307.8,1551,38.9,112,0,0,0,0,0,0,11.0,0.6034572776264147,0.4426877470355731,1,-4.61512051684126
307.8,1694,33.0,115,0,0,0,0,0,0,11.0,0.5591295893995223,0.4545454545454545,1,-4.61512051684126
307.9,1709,28.4,118,0,0,0,0,0,0,11.099999999999966,0.4854511484250912,0.466403162055336,0,-4.61512051684126
308.0,1514,41.0,120,0,0,0,0,0,0,11.100000000000025,0.6208616888910226,0.4743083003952569,0,-4.61512051684126
308.1,1455,43.5,122,0,0,0,0,0,0,11.100000000000025,0.6330490776192134,0.4822134387351778,0,-4.61512051684126
308.2,1702,30.7,124,0,0,0,0,0,0,11.199999999999989,0.5226164328208328,0.4901185770750988,1,-4.61512051684126
308.1,1357,41.8,127,0,0,0,0,0,0,11.200000000000044,0.5673371980908257,0.5019762845849802,1,-4.61512051684126
